found,as_link,r_link,sid,rid,subject,type
True,True,True,5069,728,"American National Red Cross",corporate
True,True,True,5070,472,"American Party",corporate
True,True,True,5071,886,"American Tobacco Company",corporate
True,True,True,5072,418,"Anti-saloon League of America",corporate
True,True,True,5073,2141,"Argonaut (Submarine : SS-475)",corporate
True,True,True,5074,538,"Arizona (Battleship)",corporate
True,True,True,5074,1079,"Arizona (Battleship)",corporate
True,True,True,5074,2345,"Arizona (Battleship)",corporate
True,True,True,5075,2374,"Arkansas (Battleship)",corporate
True,True,True,5075,2367,"Arkansas (Battleship)",corporate
True,True,True,5075,858,"Arkansas (Battleship)",corporate
True,True,True,5076,2335,"Aspen Institute",corporate
True,True,True,5077,689,"Atlantic and North Carolina Railroad Company",corporate
True,True,True,5077,847,"Atlantic and North Carolina Railroad Company",corporate
True,True,True,5078,376,"Atlantic Christian College",corporate
True,True,True,5079,900,"Atlantic Coast Line Railroad Company",corporate
True,True,True,5079,641,"Atlantic Coast Line Railroad Company",corporate
True,True,True,5080,1364,"Atlantic Hotel (Morehead City, N.C.)",corporate
True,True,True,5081,2475,"Auschwitz (Concentration camp)",corporate
True,True,True,5082,2335,"Avco Corporation",corporate
True,True,True,5083,869,"Bank of Hobbsville (Hobbsville, N.C.)",corporate
True,True,True,5084,839,"Baptist State Convention of North Carolina",corporate
True,True,True,5085,2393,"Batfish (Submarine)",corporate
True,True,True,5086,717,"Bethlehem Steel Corporation",corporate
True,True,True,5087,1058,"Bilibid Prison (Manila, Philippines)",corporate
True,True,True,5088,2329,"Bowdoin (Ship)",corporate
True,True,True,5088,907,"Bowdoin (Ship)",corporate
True,True,True,5089,897,"Boy Scouts of America",corporate
True,True,True,5090,1034,"Brandywine (Frigate)",corporate
True,True,True,5091,766,"British-American Tobacco Co. (China)",corporate
True,True,True,5092,538,"California (Battleship : BB-44)",corporate
True,True,True,5092,2351,"California (Battleship : BB-44)",corporate
True,True,True,5092,2338,"California (Battleship : BB-44)",corporate
True,True,True,5093,466,"Camp O'Donnell",corporate
True,True,True,5094,547,"Carmania (Cruiser)",corporate
True,True,True,5095,993,"Carolina Telephone and Telegraph Company",corporate
True,True,True,5096,1048,"Carondolet (Gunboat)",corporate
True,True,True,5097,435,"Carteret County Historical Society",corporate
True,True,True,5098,675,"Carver General Hospital (Washington, D.C.)",corporate
True,True,True,5099,649,"Caswell Training School (Kinston, N.C.)",corporate
True,True,True,5100,1566,"Catalpa (Bark)",corporate
True,True,True,5101,1357,"Champlin (Destroyer : DD-601)",corporate
True,True,True,5102,746,"Chatham Book Club",corporate
True,True,True,5103,719,"Chowan Baptist Female Institute (Murfreesboro, N.C.)",corporate
True,True,True,5104,505,"Chowan Female Collegiate Institute (Murfreesboro, N.C.)",corporate
True,True,True,5105,764,"Christ Episcopal Church (New Bern, N.C.)",corporate
True,True,True,5106,838,"Christian Business Men's Committee International",corporate
True,True,True,5107,514,"Christian Woman's Board of Missions",corporate
True,True,True,5108,2253,"City of New York (Ship)",corporate
True,True,True,5109,608,"Civilian Conservation Corps (U.S.)",corporate
True,True,True,5110,1146,"Cleveland (Light cruiser : CL-55)",corporate
True,True,True,5111,2321,"Colorado (Battleship)",corporate
True,True,True,5112,2357,"Columbia University",corporate
True,True,True,5113,505,"Columbian College in the District of Columbia",corporate
True,True,True,5114,658,"Command and General Staff College (U.S.)",corporate
True,True,True,5115,556,"Commodity Credit Corporation",corporate
True,True,True,5116,2440,"Community Extension Program (Tennessee Valley Authority)",corporate
True,True,True,5117,389,"Confederate States of America. Army",corporate
True,True,True,5117,473,"Confederate States of America. Army",corporate
True,True,True,5118,408,"Confederate States of America. Army. Alabama Infantry Regiment, 21st",corporate
True,True,True,5119,792,"Confederate States of America. Army. Arkansas Infantry Regiment, 5th",corporate
True,True,True,5120,411,"Confederate States of America. Army. Georgia Infantry Regiment, 45th",corporate
True,True,True,5121,1011,"Confederate States of America. Army. Kentucky Cavalry Regiment, 9th",corporate
True,True,True,5122,1011,"Confederate States of America. Army. Morgan's Cavalry Division",corporate
True,True,True,5123,653,"Confederate States of America. Army. North Carolina Infantry Regiment, 17th",corporate
True,True,True,5123,505,"Confederate States of America. Army. North Carolina Infantry Regiment, 17th",corporate
True,True,True,5124,934,"Confederate States of America. Army. North Carolina Infantry Regiment, 24th",corporate
True,True,True,5125,592,"Confederate States of America. Army. North Carolina Infantry Regiment, 48th",corporate
True,True,True,5126,1427,"Confederate States of America. Army. North Carolina Infantry Regiment, 57th",corporate
True,True,True,5127,484,"Confederate States of America. Army. North Carolina Infantry Regiment, 61st",corporate
True,True,True,5128,983,"Confederate States of America. Army. North Carolina Infantry Regiment, 66th",corporate
True,True,True,5129,484,"Confederate States of America. Army. North Carolina Infantry Regiment, 7th",corporate
True,True,True,5129,973,"Confederate States of America. Army. North Carolina Infantry Regiment, 7th",corporate
True,True,True,5130,983,"Confederate States of America. Army. North Carolina Infantry Regiment, 8th",corporate
True,True,True,5131,614,"Confederate States of America. Army. Virginia Cavalry Battalion, 43rd",corporate
True,True,True,5132,497,"Confederate States of America. Army. Virginia Infantry Battalion, 23rd",corporate
True,True,True,5133,838,"Congressional Club (Washington, D.C.)",corporate
True,True,True,5134,1047,"Connecticut. Naval Militia",corporate
True,True,True,5135,986,"Constellation (Ship)",corporate
True,True,True,5136,677,"Constitution (Frigate)",corporate
True,True,True,5136,696,"Constitution (Frigate)",corporate
True,True,True,5137,1012,"Conway (Destroyer)",corporate
True,True,True,5138,1040,"Coral Sea (Aircraft carrier)",corporate
True,True,True,5138,2376,"Coral Sea (Aircraft carrier)",corporate
True,True,True,5139,406,"Council of State Governments",corporate
True,True,True,5140,2486,"Country Doctor Museum (Bailey, Nash County, N.C.)",corporate
True,True,True,5140,2544,"Country Doctor Museum (Bailey, Nash County, N.C.)",corporate
True,True,True,5141,616,"Coxey's Army",corporate
True,True,True,5142,886,"Cozart, Eagles, and Carr Company",corporate
True,True,True,5143,892,"Currituck (Seaplane tender)",corporate
True,True,True,5144,686,"Daughters of the American Revolution. Stamp Defiance Chapter (Wilmington, N.C.)",corporate
True,True,True,5145,740,"Davidson College",corporate
True,True,True,5146,453,"Delta Kappa Gamma Society",corporate
True,True,True,5146,2136,"Delta Kappa Gamma Society",corporate
True,True,True,5147,1351,"Delta Queen (Steamboat)",corporate
True,True,True,5148,491,"Democratic National Committee (U.S.)",corporate
True,True,True,5148,495,"Democratic National Committee (U.S.)",corporate
True,True,True,5148,415,"Democratic National Committee (U.S.)",corporate
True,True,True,5149,2266,"Democratic National Committee (U.S.). Women's Division",corporate
True,True,True,5150,495,"Democratic Party (N.C.)",corporate
True,True,True,5150,461,"Democratic Party (N.C.)",corporate
True,True,True,5150,542,"Democratic Party (N.C.)",corporate
True,True,True,5150,415,"Democratic Party (N.C.)",corporate
True,True,True,5150,433,"Democratic Party (N.C.)",corporate
True,True,True,5150,396,"Democratic Party (N.C.)",corporate
True,True,True,5150,723,"Democratic Party (N.C.)",corporate
True,True,True,5150,710,"Democratic Party (N.C.)",corporate
True,True,True,5150,711,"Democratic Party (N.C.)",corporate
True,True,True,5150,729,"Democratic Party (N.C.)",corporate
True,True,True,5150,565,"Democratic Party (N.C.)",corporate
True,True,True,5150,605,"Democratic Party (N.C.)",corporate
True,True,True,5150,834,"Democratic Party (N.C.)",corporate
True,True,True,5150,2146,"Democratic Party (N.C.)",corporate
True,True,True,5150,2155,"Democratic Party (N.C.)",corporate
True,True,True,5150,895,"Democratic Party (N.C.)",corporate
True,True,True,5150,745,"Democratic Party (N.C.)",corporate
True,True,True,5150,2281,"Democratic Party (N.C.)",corporate
True,True,True,5151,2255,"Democratic Party (N.C.). State Executive Committee",corporate
True,True,True,5151,860,"Democratic Party (N.C.). State Executive Committee",corporate
True,True,True,5151,561,"Democratic Party (N.C.). State Executive Committee",corporate
True,True,True,5152,723,"Democratic Party (U.S.)",corporate
True,True,True,5152,378,"Democratic Party (U.S.)",corporate
True,True,True,5152,495,"Democratic Party (U.S.)",corporate
True,True,True,5152,1391,"Democratic Party (U.S.)",corporate
True,True,True,5153,677,"Despatch (Steamer)",corporate
True,True,True,5154,1079,"Downes (Destroyer)",corporate
True,True,True,5154,2402,"Downes (Destroyer)",corporate
True,True,True,5155,44,"East Carolina Alumni Association",corporate
True,True,True,5156,396,"East Carolina College",corporate
True,True,True,5157,522,"East Carolina Teachers College",corporate
True,True,True,5157,542,"East Carolina Teachers College",corporate
True,True,True,5158,774,"East Carolina Teachers Training School",corporate
True,True,True,5158,604,"East Carolina Teachers Training School",corporate
True,True,True,5159,343,"East Carolina University",corporate
True,True,True,5159,608,"East Carolina University",corporate
True,True,True,5159,796,"East Carolina University",corporate
True,True,True,5160,1797,"East Carolina University. Institute of Outdoor Theatre",corporate
True,True,True,5161,811,"East India Company",corporate
True,True,True,5162,649,"Eastern Carolina Training School for Boys (Rocky Mount, N.C.)",corporate
True,True,True,5163,801,"Eastman National Business College (Poughkeepsie, N.Y.)",corporate
True,True,True,5164,2419,"Edna Hoyt (Schooner)",corporate
True,True,True,5165,851,"Edwards and Palmer Company",corporate
True,True,True,5166,781,"Elizabeth City Iron Works & Supply Co.",corporate
True,True,True,5167,716,"Emory College",corporate
True,True,True,5168,767,"End of the Century Book Club (Greenville, N.C.)",corporate
True,True,True,5168,751,"End of the Century Book Club (Greenville, N.C.)",corporate
True,True,True,5168,486,"End of the Century Book Club (Greenville, N.C.)",corporate
True,True,True,5169,1380,"Enola Gay (Bomber)",corporate
True,True,True,5170,2396,"Enterprise (Aircraft carrier : CV-6)",corporate
True,True,True,5170,891,"Enterprise (Aircraft carrier : CV-6)",corporate
True,True,True,5171,706,"Enterprise (Aircraft carrier : CVA(N) 65)",corporate
True,True,True,5172,686,"Episcopal Church. Diocese of East Carolina",corporate
True,True,True,5173,2447,"Eureka Lumber Company",corporate
True,True,True,5174,806,"F. Rhem and Sons Company",corporate
True,True,True,5175,849,"F.S. Royster Mercantile Company",corporate
True,True,True,5176,667,"Fanning (Ship)",corporate
True,True,True,5177,496,"Farmers' and Laborers' Union of America",corporate
True,True,True,5178,902,"Farmers' State Alliance of North Carolina",corporate
True,True,True,5179,751,"Federal Art Project",corporate
True,True,True,5180,350,"First Presbyterian Church (Pensacola, Fla.)",corporate
True,True,True,5181,767,"Flora Macdonald College (Red Springs, N.C.)",corporate
True,True,True,5182,378,"Florence Crittenton Homes Association",corporate
True,True,True,5183,490,"Florence Museum (Florence, S.C.)",corporate
True,True,True,5184,1000,"Florida (Battleship)",corporate
True,True,True,5185,565,"Flue-Cured Tobacco Cooperative Stabilization Corporation (U.S.)",corporate
True,True,True,5186,2359,"Flying Fish (Submarine)",corporate
True,True,True,5186,2372,"Flying Fish (Submarine)",corporate
True,True,True,5186,2393,"Flying Fish (Submarine)",corporate
True,True,True,5187,1000,"Forrestal (Aircraft carrier)",corporate
True,True,True,5188,1014,"Franklin (Aircraft carrier)",corporate
True,True,True,5189,1073,"Franklin D. Roosevelt (Aircraft carrier)",corporate
True,True,True,5189,2310,"Franklin D. Roosevelt (Aircraft carrier)",corporate
True,True,True,5190,838,"Full Gospel Business Men's Fellowship International",corporate
True,True,True,5191,491,"General Federation of Women's Clubs",corporate
True,True,True,5192,570,"George Washington (Transport ship)",corporate
True,True,True,5193,2226,"Gilmer (Destroyer)",corporate
True,True,True,5194,1380,"Glencoe Mills",corporate
True,True,True,5195,639,"Graham Academy (Marshallberg, N.C.)",corporate
True,True,True,5196,600,"Grand Army of the Republic",corporate
True,True,True,5197,657,"Greenback Labor Party (U.S.)",corporate
True,True,True,5198,568,"Greenville and Raleigh Plank Road Company",corporate
True,True,True,5199,490,"Greenville Art Center (Greenville, N.C.)",corporate
True,True,True,5200,1346,"Greenville High School (Greenville, N.C.)",corporate
True,True,True,5201,751,"Greenville Museum of Art (Greenville, N.C.)",corporate
True,True,True,5202,1372,"Grenadier (Submarine)",corporate
True,True,True,5203,2351,"Guam (Cruiser)",corporate
True,True,True,5204,872,"Haddo (Submarine : SS-255)",corporate
True,True,True,5204,1005,"Haddo (Submarine : SS-255)",corporate
True,True,True,5205,2141,"Halibut (Submarine)",corporate
True,True,True,5206,672,"Halifax County Historical Association (Halifax County, N.C.)",corporate
True,True,True,5206,451,"Halifax County Historical Association (Halifax County, N.C.)",corporate
True,True,True,5207,2417,"Hammann (Ship)",corporate
True,True,True,5208,2386,"Helena (Cruiser)",corporate
True,True,True,5208,2315,"Helena (Cruiser)",corporate
True,True,True,5208,2343,"Helena (Cruiser)",corporate
True,True,True,5209,977,"Helena (Ship : CA-75)",corporate
True,True,True,5210,646,"Henderson (Transport)",corporate
True,True,True,5211,494,"Hillsboro' Military Academy (Hillsborough, N.C.)",corporate
True,True,True,5212,452,"Hillsborough Historical Society (Hillsborough, N.C.)",corporate
True,True,True,5213,1445,"Historic Preservation Society of North Carolina",corporate
True,True,True,5214,795,"Hougoumont (Ship)",corporate
True,True,True,5215,1071,"Houston (Cruiser : CA-30)",corporate
True,True,True,5216,873,"Houston (Cruiser : CL-81)",corporate
True,True,True,5217,1496,"Huguenot Society of South Carolina",corporate
True,True,True,5218,2412,"Idaho (Battleship : BB-42)",corporate
True,True,True,5219,596,"Imperial Tobacco Company of Great Britain and Ireland",corporate
True,True,True,5220,892,"Independence (Aircraft carrier : CV-62)",corporate
True,True,True,5220,2321,"Independence (Aircraft carrier : CV-62)",corporate
True,True,True,5221,1571,"Independence (Ship : 1814-1913)",corporate
True,True,True,5222,871,"Independent Order of Odd Fellows. Edgecombe Lodge no. 50 (Tarboro, N.C.)",corporate
True,True,True,5223,2389,"Indianapolis (Cruiser)",corporate
True,True,True,5224,557,"Inter American Geodetic Survey",corporate
True,True,True,5225,959,"International Military Tribunal",corporate
True,True,True,5226,555,"Interstate Tobacco Co.",corporate
True,True,True,5227,2370,"Intrepid (Aircraft carrier)",corporate
True,True,True,5228,2362,"Iowa (Battleship)",corporate
True,True,True,5229,2434,"J.H. Rose High School",corporate
True,True,True,5230,741,"Jamestown (Sloop of war)",corporate
True,True,True,5231,715,"Jamestown Female College",corporate
True,True,True,5232,767,"Jarvis Memorial Methodist Church (Greenville, N.C.)",corporate
True,True,True,5232,944,"Jarvis Memorial Methodist Church (Greenville, N.C.)",corporate
True,True,True,5233,400,"Johnson Island Prison",corporate
True,True,True,5234,516,"Junior League of Charlotte",corporate
True,True,True,5235,797,"Kappa Alpha Order",corporate
True,True,True,5236,858,"Kearsarge (Aircraft carrier)",corporate
True,True,True,5237,508,"Kehukee Baptist Association",corporate
True,True,True,5238,1380,"Kitty Hawk (Aircraft carrier)",corporate
True,True,True,5239,390,"Knights of Columbus",corporate
True,True,True,5240,774,"Knights of Khorassan",corporate
True,True,True,5241,774,"Knights of Pythias",corporate
True,True,True,5241,373,"Knights of Pythias",corporate
True,True,True,5242,352,"Knights of the Golden Circle",corporate
True,True,True,5242,500,"Knights of the Golden Circle",corporate
True,True,True,5243,660,"Ku Klux Klan (19th century)",corporate
True,True,True,5243,989,"Ku Klux Klan (19th century)",corporate
True,True,True,5244,2412,"Laffey (Ship)",corporate
True,True,True,5245,1021,"Lang (DD-399)",corporate
True,True,True,5245,893,"Lang (DD-399)",corporate
True,True,True,5246,2309,"Lexington (Aircraft carrier : 1927-1942)",corporate
True,True,True,5246,2285,"Lexington (Aircraft carrier : 1927-1942)",corporate
True,True,True,5246,2346,"Lexington (Aircraft carrier : 1927-1942)",corporate
True,True,True,5247,1042,"Lexington (Aircraft carrier : 1943-1991)",corporate
True,True,True,5248,1040,"Leyte (Aircraft carrier)",corporate
True,True,True,5249,1046,"Liberty (Ship)",corporate
True,True,True,5250,886,"Liggett & Myers Tobacco Company",corporate
True,True,True,5251,1372,"Lionfish (Submarine)",corporate
True,True,True,5252,450,"Littleton Female College",corporate
True,True,True,5252,672,"Littleton Female College",corporate
True,True,True,5253,873,"Louisville (Cruiser)",corporate
True,True,True,5254,2355,"Madison (Destroyer)",corporate
True,True,True,5255,1034,"Mahaska (Side wheel steamer)",corporate
True,True,True,5256,2143,"Marshall Plan",corporate
True,True,True,5257,2362,"Maryland (Battleship)",corporate
True,True,True,5258,2351,"Massachusetts (Battleship : BB-59)",corporate
True,True,True,5259,501,"Massachusetts. Militia",corporate
True,True,True,5260,801,"Massey Business Colleges",corporate
True,True,True,5261,2410,"Maury (Ship)",corporate
True,True,True,5262,358,"Mayflower II (Ship)",corporate
True,True,True,5263,2237,"Meade (Destroyer)",corporate
True,True,True,5264,760,"Memorial Baptist Church (Greenville, N.C.)",corporate
True,True,True,5264,751,"Memorial Baptist Church (Greenville, N.C.)",corporate
True,True,True,5265,573,"Merrimack (Frigate)",corporate
True,True,True,5265,361,"Merrimack (Frigate)",corporate
True,True,True,5266,503,"Methodist Church (U.S.). North Carolina Conference",corporate
True,True,True,5267,479,"Methodist Episcopal Church",corporate
True,True,True,5268,553,"Methodist Episcopal Church. Woman's Foreign Missionary Society",corporate
True,True,True,5269,672,"Methodist Protestant Church (U.S. : 1830-1939)",corporate
True,True,True,5269,837,"Methodist Protestant Church (U.S. : 1830-1939)",corporate
True,True,True,5269,479,"Methodist Protestant Church (U.S. : 1830-1939)",corporate
True,True,True,5270,479,"Methodist Protestant Church (U.S. : 1830-1939). North Carolina Conference",corporate
True,True,True,5270,837,"Methodist Protestant Church (U.S. : 1830-1939). North Carolina Conference",corporate
True,True,True,5270,1900,"Methodist Protestant Church (U.S. : 1830-1939). North Carolina Conference",corporate
True,True,True,5270,361,"Methodist Protestant Church (U.S. : 1830-1939). North Carolina Conference",corporate
True,True,True,5271,2246,"Midway (Attack aircraft carrier)",corporate
True,True,True,5271,2252,"Midway (Attack aircraft carrier)",corporate
True,True,True,5271,706,"Midway (Attack aircraft carrier)",corporate
True,True,True,5272,795,"Millbank Prison (London, England)",corporate
True,True,True,5273,696,"Minneapolis (Ship : CA-36)",corporate
True,True,True,5274,586,"Mississippi (Battleship : BB 41)",corporate
True,True,True,5274,2414,"Mississippi (Battleship : BB 41)",corporate
True,True,True,5274,2327,"Mississippi (Battleship : BB 41)",corporate
True,True,True,5275,1036,"Missouri (Battleship : BB-63)",corporate
True,True,True,5275,1000,"Missouri (Battleship : BB-63)",corporate
True,True,True,5276,573,"Monitor (Ironclad)",corporate
True,True,True,5277,883,"Monrovia (Ship)",corporate
True,True,True,5278,2377,"Montpelier (Ship)",corporate
True,True,True,5279,1175,"NAACP Legal Defense and Educational Fund",corporate
True,True,True,5280,2343,"National Cash Register Company",corporate
True,True,True,5281,599,"National Christian Council of China",corporate
True,True,True,5282,376,"National Farmers' Alliance and Industrial Union",corporate
True,True,True,5282,496,"National Farmers' Alliance and Industrial Union",corporate
True,True,True,5283,2151,"National Grange",corporate
True,True,True,5284,2324,"National Guard Association of the United States",corporate
True,True,True,5285,657,"National Independent Party (U.S.)",corporate
True,True,True,5286,758,"National Reemployment Service (U.S.)",corporate
True,True,True,5287,483,"National Republican Party (N.C.)",corporate
True,True,True,5288,377,"National States Rights Party (U.S.)",corporate
True,True,True,5289,747,"Nautilus (Submarine : SS-168)",corporate
True,True,True,5289,2379,"Nautilus (Submarine : SS-168)",corporate
True,True,True,5290,2226,"Nautilus (Submarine : SS-73)",corporate
True,True,True,5291,2311,"Naval War College (U.S.)",corporate
True,True,True,5292,828,"Neuse Forest Junior College",corporate
True,True,True,5293,1043,"Nevada (Battleship)",corporate
True,True,True,5293,1025,"Nevada (Battleship)",corporate
True,True,True,5293,2333,"Nevada (Battleship)",corporate
True,True,True,5293,2335,"Nevada (Battleship)",corporate
True,True,True,5294,691,"New Bern Chamber of Commerce (N.C.)",corporate
True,True,True,5295,2226,"New Jersey (Battleship : BB-62)",corporate
True,True,True,5296,538,"New Mexico (Battleship)",corporate
True,True,True,5296,2371,"New Mexico (Battleship)",corporate
True,True,True,5297,706,"New York (Battleship : BB-34)",corporate
True,True,True,5297,1378,"New York (Battleship : BB-34)",corporate
True,True,True,5297,1047,"New York (Battleship : BB-34)",corporate
True,True,True,5298,947,"Newcomb (Ship)",corporate
True,True,True,5299,607,"Norfolk Navy Yard (U.S.)",corporate
True,True,True,5300,359,"Norfolk Southern Railroad Company",corporate
True,True,True,5301,558,"North Atlantic Treaty Organization",corporate
True,True,True,5302,820,"North Carolina (Armored cruiser : ACR-12)",corporate
True,True,True,5303,884,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2166,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2158,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2169,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2171,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2165,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2164,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2163,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2162,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2161,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2160,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2159,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2232,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2390,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2369,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2238,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2250,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2168,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2220,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2221,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2218,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2219,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2198,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2199,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2197,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2196,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2194,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2195,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2202,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2204,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2203,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2200,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2201,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2207,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2206,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2205,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2208,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2209,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2210,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2216,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2215,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2217,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2214,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2213,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2212,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2211,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2184,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2185,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2189,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2188,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2186,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2187,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2193,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2192,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2190,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2191,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2182,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2179,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2183,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2181,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2178,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2180,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2170,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2172,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2173,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2174,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2175,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2177,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2176,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,2280,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,548,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,475,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,629,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,668,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,676,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5303,667,"North Carolina (Battleship : BB-55)",corporate
True,True,True,5304,619,"North Carolina Academy of Science",corporate
True,True,True,5305,496,"North Carolina Agricultural Experiment Station",corporate
True,True,True,5306,406,"North Carolina Agricultural Extension Service",corporate
True,True,True,5307,574,"North Carolina Art Society",corporate
True,True,True,5308,839,"North Carolina Bar Association",corporate
True,True,True,5308,460,"North Carolina Bar Association",corporate
True,True,True,5309,2294,"North Carolina China Council",corporate
True,True,True,5310,801,"North Carolina College of Agriculture and Mechanic Arts",corporate
True,True,True,5311,343,"North Carolina Congress of Parents and Teachers",corporate
True,True,True,5312,2440,"North Carolina Cooperative Extension Service",corporate
True,True,True,5313,495,"North Carolina Farm Bureau Federation",corporate
True,True,True,5314,803,"North Carolina Farmers' Alliance",corporate
True,True,True,5314,623,"North Carolina Farmers' Alliance",corporate
True,True,True,5314,542,"North Carolina Farmers' Alliance",corporate
True,True,True,5314,819,"North Carolina Farmers' Alliance",corporate
True,True,True,5315,491,"North Carolina Federation of Women's Clubs",corporate
True,True,True,5315,427,"North Carolina Federation of Women's Clubs",corporate
True,True,True,5315,745,"North Carolina Federation of Women's Clubs",corporate
True,True,True,5316,506,"North Carolina Geological Survey (1883-1905)",corporate
True,True,True,5317,469,"North Carolina Historical Commission",corporate
True,True,True,5318,433,"North Carolina Mental Health Association",corporate
True,True,True,5318,2146,"North Carolina Mental Health Association",corporate
True,True,True,5319,490,"North Carolina Museum of Art",corporate
True,True,True,5320,516,"North Carolina Press Association",corporate
True,True,True,5321,496,"North Carolina Railroad Company",corporate
True,True,True,5321,389,"North Carolina Railroad Company",corporate
True,True,True,5321,620,"North Carolina Railroad Company",corporate
True,True,True,5321,694,"North Carolina Railroad Company",corporate
True,True,True,5322,399,"North Carolina Shipbuilding Company",corporate
True,True,True,5323,490,"North Carolina State Art Society",corporate
True,True,True,5323,358,"North Carolina State Art Society",corporate
True,True,True,5324,563,"North Carolina State Grange",corporate
True,True,True,5325,758,"North Carolina State Highway and Public Works Commission",corporate
True,True,True,5326,415,"North Carolina State Highway Commission",corporate
True,True,True,5327,442,"North Carolina State Normal and Industrial College",corporate
True,True,True,5328,682,"North Carolina State Normal and Industrial School",corporate
True,True,True,5329,796,"North Carolina Wesleyan College",corporate
True,True,True,5329,672,"North Carolina Wesleyan College",corporate
True,True,True,5329,450,"North Carolina Wesleyan College",corporate
